author_name,year_of_birth,gender,thesis_title,year_of_defense
Martine Joubert,C.1920,f,Bande Ajouter Bureau Rencontre Montrer,1955
Émilie du Berthelot,(1955-1959),f,Habitant Même Roi Mal Côté Composer Soi Gros,1986
Sabine Dumont,(1920),f,Puis Poussière Plus Juge Abandonner,1955
Thérèse Rocher,(1924),f,Cesse Admettre Brusquement Barbe,1953
Danielle Schmitt,(1910),f,Supérieur Mal Jeune Tant Signifier Instant Partie,1943
Nath François,c.1909,f,Coûter Perte Désir Réalité,1938
Sabine Le Girard,(1936-1940),f,Rayon Tromper Agir Paraître Installer Renoncer Contre Entre,1969
Renée Berger,(1923-1927),f,Rire Mot Saluer Impression Froid Journée,1954
Victoire Lefebvre,C.1931,f,Pouvoir Absence Rond Cinq Bout Venir,1964
Caroline Barbier,(1954),f,Inquiéter Défendre Fort Rue Rencontrer,1982
Colette Leroy,c.1951,f,Jusque Présenter Désirer Bruit Tenir Inutile,1980
Aurélie Courtois,C.1946,f,Mesure Masse Travers Me Mur,1980
Maryse Lombard-Hardy,(1942),f,Forcer Tourner Tache Cas Oeuvre Goutte Durer,1974
Laurence-Chantal Leclercq,C.1915,f,Regard Vide Représenter Tel Ventre,1948
Aurélie Guilbert,c.1934,f,Demeurer Discussion Prévenir Voir Colline Celui Titre,1970
Agnès-Susanne Morin,(1912),f,Quelque Forme Poursuivre Été Prix Mal Voisin,1942
Josette Leblanc,C.1940,f,Payer Humide Spectacle Imposer,1974
Bernadette Legrand,(1921),f,Par Pain Fonction Apercevoir,1957
Célina Munoz,c.1947,f,Intéresser Vingt Courage Autre Chercher Vêtir Saison,1983
Suzanne Baudry du Coste,(1902),f,Qui Tracer Perdre,1936
Virginie Schmitt-Clément,(1922-1926),f,Soi Habiter Quand Traîner Complètement,1957
Pauline Germain,(1943-1947),f,Hier Son Inquiéter Voiture Étude Nerveux Vieil Appartement,1975
Inès Lecomte,c.1944,f,Préférer Pas Possible Bien Voiture Intéresser Échapper Départ,1977
Claude Devaux,c.1943,f,Douleur Vol Hôtel Nouveau Dominer Il Sourire Petit,1977
Danielle de la Baron,C.1954,f,Étaler Inviter Arme Attacher Étage Plaindre Trente Jeune,1982
Marianne Delattre,(1916),f,Haut Jouer Expérience But Bientôt Beau,1951
Sylvie Caron-Menard,C.1931,f,Revoir Rocher Moi Sommet Puis Parce Que,1960
Thérèse Perrin,(1921),f,Point Air Retenir Nuage,1957
Joséphine Lefort,(1934-1938),f,Jour Guère Plein,1969
Pénélope Lacroix,(1904-1908),f,Gouvernement Foi Général,1941
Camille Ribeiro,(1940),f,Libre Parce Que Chaud Effet Pourquoi Sourd,1975
Marine Hamel,C.1938,f,Exposer Vers Soi Sec,1972
Camille Le Gall,(1942-1946),f,Livre Idée Ministre Remplacer Oiseau,1975
Martine Delaunay-Voisin,c.1916,f,Amuser Éviter Entrer Honte Assurer,1952
Marcelle Joubert du Tanguy,(1915-1919),f,Chat Grandir Fil Autorité,1950
Agathe Pons-Weiss,(1900-1904),f,Rire Descendre Banc Droit Tendre,1937
Alix Pierre,c.1948,fem.,Ruine Révolution Sûr Installer Répandre Bête,1977
Marthe Texier-Perret,(1946),fem.,Réveiller Paupière Unique Cacher Inconnu,1975
Mathilde Le Delannoy,C.1956,fem.,Propos Autrement Joue Car,1989
Suzanne-Éléonore Bouvier,(1912-1916),fem.,Retrouver Travers Vérité Sentir Vieux,1949
Adèle Pinto Le Joseph,C.1944,fem.,Quatre Précis Jour Autant Aile Paysan,1975
Virginie Dumas,(1910-1914),fem.,Posséder Résistance Longtemps,1945
Élise Coulon,(1918-1922),fem.,Mourir Voix Goût Aimer Verre Vie,1955
Juliette Pruvost,C.1921,fem.,Sang Réunir Garde Sauter Devoir,1954
Michelle Rolland-Rodrigues,(1919-1923),fem.,Admettre Croire Avant Doux Livrer,1950
Madeleine Leblanc-Merle,C.1917,fem.,Voler Commencement Tout Rond Pendant,1950
Marine Chevalier,c.1925,fem.,Problème Rouge Printemps User Amuser Réveiller,1959
Margaud Rivière de Bernier,C.1953,fem.,Étrange Bruit Simplement Reposer Arrière Finir Craindre Étudier,1984
Noémi Brun,C.1928,fem.,Soin Regarder Puissance Esprit Chaque,1961
Laetitia Dos Santos-David,c.1934,fem.,Malgré Vieillard Source Figurer Signe,1967
Lucy Gilbert,(1916),fem.,Leur Propre Capable Comment Fois Expérience Ressembler,1945
Geneviève Maury,C.1954,fem.,Juge Oui Mariage Soulever,1983
Chantal du Marie,(1952),fem.,Trente Arracher Sûr Flot Plutôt Classe,1988
Margot Marie,C.1915,fem.,Tantôt Envelopper Je Agir,1945
Claire Coulon,C.1925,fem.,Premier Fixer Représenter Se Dès,1953
Zoé Gay,(1930-1934),fem.,Vieux Métier Accepter Fond,1966
Paulette Vidal-Colin,c.1955,fem.,Ennemi Sou Reprendre Son,1986
Suzanne-Brigitte Grégoire,C.1939,fem.,Voyager Défendre Éloigner Plaindre,1972
Dominique Alves,(1914-1918),fem.,Nu Connaissance Français Indiquer Soumettre Peuple,1947
Chantal Nguyen,c.1940,fem.,Attendre Obliger Perdu Printemps Retrouver Côté Fin,1971
Anouk Legendre,(1935-1939),fem.,Mon Cela Voie Lequel Métier,1968
Éléonore Simon,C.1933,fem.,Chaud Fleur Course Toile Désir Direction Vingt,1963
Juliette de la Dos Santos,(1924-1928),fem.,Aujourd'Hui Obtenir Violent Aventure Regard,1963
Valentine Dupont,(1905-1909),fem.,Président Garde Si Fortune,1939
Margaret Raymond,(1907-1911),fem.,Rêve Mieux Aller Que Parole,1939
Nathalie Descamps,c.1933,fem.,Rose Lutter Et Hasard Couper Tapis Violence,1963
Olivie Robin-Rivière,(1921-1925),fem.,Lune Unique Étage,1959
Marine-Christine Gomes,c.1915,fem.,Victime Échapper Rejoindre Beau Car,1943
Constance Couturier,(1908-1912),fem.,Partager Traverser Autorité Tantôt,1940
Margot Bodin,(1956),fem.,Rompre Exister Étudier Voisin Désert Personne Hiver,1989
Simone Guérin-François,(1934-1938),fem.,Nous As Juste Écraser Heureux Noir,1969
Laurence Carpentier,c.1943,fem.,Leur Joindre Danger Mensonge,1974
Aurore Olivier-Laine,c.1959,fem.,Rose Adresser Serrer Pousser Général,1987
Denise Baudry Le Rey,(1931),fem.,Tôt Asseoir Composer Nuit,1965
Chantal-Margot Munoz,C.1911,fem.,Chaleur Sentier Désir Franchir Appartement Ombre,1944
Christiane Gomes,C.1931,fem.,Durer Porter Après Profond Long Ramasser Prêter Présence,1961
Éléonore du Martineau,C.1906,fem.,Sembler Creuser Voir Condamner Encore Car,1939
Margaret Leduc,c.1952,fem.,Mot Traverser Composer Sol,1984
Marguerite Bousquet,c.1953,fem.,Yeux Demain Fin Règle,1981
Virginie Da Silva,(1951),fem.,Imaginer Commun Pourquoi Ailleurs Lit,1980
Christiane de Tanguy,c.1950,fem.,Réfléchir Qualité Certain Descendre Conseil,1982
Michèle Gosselin,(1912),fem.,Te Jeunesse Entourer,1940
Simone Peltier,(1950-1954),fem.,En Bon Entraîner Bureau Vie,1981
Hortense-Sabine Denis,(1917-1921),fem.,Faim Long Douze Endroit Chair Ferme Nombreux,1949
Anastasie de la Dubois,(1935-1939),fem.,Immobile En Contraire Rencontrer Pain Hôtel Aujourd'Hui,1973
Camille Dos Santos,c.1954,fem.,Salut Chacun Témoin Façon Blanc Sauvage,1986
Jacqueline-Manon Perrin,C.1929,fem.,Bruit Attacher Carte Français Obtenir Y Tourner,1963
Alexandrie-Manon Poirier,(1909),fem.,Saison Début Cerveau Clef Mourir Visite,1939
Anastasie Lenoir du Guillon,C.1956,fem.,Présent Expérience Repousser Trembler,1985
Céline Voisin,(1937-1941),fem.,Désormais Chaud D'Autres Fortune Terminer Science,1972
Suzanne-Amélie Schmitt,(1921),fem.,Éclat Tard Vieillard Libre Grave Capable Jeter,1951
Paulette Lebreton,C.1945,fem.,Argent Mensonge Énorme Source Tirer,1978
Claire Lévy Le Chevallier,c.1954,fem.,Long Tour Ventre Prononcer Simple,1984
Alex Pereira,c.1955,fem.,Déjà Éprouver Impression Mon,1986
Éléonore Samson,(1939-1943),fem.,Soumettre Siège Papier Confier Également Père Bon,1977
Clémence Fouquet,c.1944,fem.,Mur Frais Semblable Signer Oublier,1976
Renée Dupuis,(1953),fem.,Saluer Puissance Calme Tôt,1985
Michèle Barthelemy,C.1908,fem.,Papa Delà Parvenir Fort Si Froid Chacun Ligne,1943
Constance Lopes,c.1914,fem.,Bête Social Ici Chair Spectacle Lisser Quinze Aide,1949
Claude Le Deschamps,C.1910,fem.,Enfant Tête Devant Ensuite Etc Soit,1941
Astrid Auger-Germain,C.1958,fem.,Exister Endroit Beaux École,1989
Susanne Hervé,c.1956,fem.,Fou Neuf Depuis Bleu Espace Élever Fidèle,1989
Audrey Boulay,C.1944,fem.,Un Mode Éternel,1979
Adrienne Boucher,(1899-1903),fem.,Pendre Âge Président Huit Réduire,1935
Frédérique Aubry du Bourgeois,(1945-1949),fem.,Payer Beau Trois Respect Noir Considérer Oiseau,1984
Inès Georges-David,C.1907,fem.,Village Trembler Regretter Rue Tout,1938
Sabine Diallo,c.1950,fem.,Noir Aspect Ombre Caresser Tête Prison,1979
Valentine-Michelle Leleu,C.1910,fem.,Fauteuil Rendre Carte Il Attirer,1944
Astrid-Élodie Toussaint,(1928),fem.,Marchand Silencieux Manier Tel,1960
Susanne-Alice Barbier,(1919),fem.,Bataille Réunir Rue Mieux Attaquer Interroger,1952
Arnaude du Rey,C.1928,fem.,Jeune Inutile Odeur Voile Entendre Pierre,1963
Dominique Albert,c.1955,fem.,Marche Poste Qualité Bataille,1986
Adèle Cohen,C.1912,fem.,Secret Lutter Armer Parcourir,1942
Josette Rivière,(1931),fem.,Marquer Blanc Lutter Sans Sortir Particulier,1960
Victoire Le Baudry,c.1908,fem.,Appartement Tracer Éviter Soumettre Il Boire Aile,1941
Noémi de Merle,(1951-1955),fem.,Personne Prévoir Place Partout Rouler Naturel Serrer Delà,1990
Christiane Maillard,c.1920,fem.,Dès Lueur Sou Élément Nation Amuser Confier,1951
Pénélope Verdier,(1918),fem.,Preuve Lorsque Million Proposer Fatiguer Inconnu Accompagner,1952
Dorothée Weber,(1917-1921),fem.,Chanter Aussitôt Abandonner Ceci Animal,1955
Laure Le Roux,C.1903,fem.,Nouveau Hauteur Tel Partir,1936
Alexandrie Samson,(1950-1954),fem.,Dégager Grand Raconter Traîner Famille Femme,1984
Claire Jacquot-Simon,(1927-1931),fem.,Dix Avant Système Pousser Poussière Libre Fatigue,1962
Lorraine-Marine Loiseau,C.1935,fem.,Politique Rejoindre Vingt Son Ajouter Choix Faim,1970
Sophie-Margaud Turpin,(1909-1913),fem.,Passé Effacer Plante Dimanche Nation,1941
Henriette Leclerc,c.1911,fem.,Hôtel Justice Paix Paix Tempête Prix,1939
Anastasie De Oliveira-Rolland,(1948),fem.,Nul En Rire,1978
Bernadette Arnaud,c.1911,fem.,Paysan Assurer Accorder Pouvoir Vérité Cent Attention Madame,1942
Adélaïde Bouvier,C.1950,fem.,Gens Changement Abandonner Confier Seuil,1982
Manon Lagarde,c.1907,fem.,Pauvre Commencement Religion,1935
Philippine Nguyen-Gay,(1914),fem.,Contenir Qualité Prévoir Confiance Lier Former Cacher,1949
Victoire Dupuis Le Leclerc,(1929-1933),fem.,Accorder En Circonstance Attaquer Couche Parent,1965
Clémence-Alix Olivier,(1937-1941),fem.,Réclamer Enfermer Nombre Paysan Battre,1973
Josette de la Morin,(1954-1958),fem.,Sonner Chasse Voyager Lune Conclure Étoile,1988
Alice du Cohen,C.1922,fem.,Lit Soutenir Servir Âme Suivre,1954
Adèle Lucas,C.1922,fem.,Partager Tirer Ci Médecin,1953
Maryse Fernandez-Grondin,C.1941,fem.,Considérer Faim Roi Obliger,1976
Sophie Martineau,(1948),fem.,Jeune Enfant Quoi Fonction Public Marier,1978
Geneviève Rey du Duval,c.1917,fem.,Ouvrir Fort Roman Fils Départ Intelligence Effort,1947
Océane Samson,(1915-1919),fem.,Pierre Conseil Jusque,1947
Josette Adam de Mary,(1946-1950),fem.,Toute Conclure Bas Silence Ensemble,1980
Célina-Aimée Blondel,(1941-1945),fem.,Franchir Éternel Exemple Campagne Manier Arrivée Droit Partir,1972
Colette Bonnet,c.1914,fem.,Tracer Eau Court Matin Fumée Âme Discussion Rester,1949
Adélaïde Guillaume,(1921),fem.,Taille Cercle Si Lentement Assister Oeil Condamner,1952
Aurore Regnier,C.1907,fem.,Marier Traverser Allumer Mesure Devenir Penser Sous,1937
Véronique Bourdon,(1911),fem.,Public Oiseau Matin Droit,1944
Anne Guérin Le Prévost,(1951-1955),fem.,Passer Indiquer Compte Professeur Accrocher,1983
Margaux du Sauvage,c.1937,fem.,Calme Ressembler Le Beau,1970
Jeanne-Arnaude Guillaume,C.1905,fem.,Douter Désormais Animal Hasard Fusil Année Amener,1941
Camille-Danielle Launay,(1932-1936),fem.,Sept Oeil Complet,1971
Constance Briand,c.1902,fem.,Préférer Désormais Or Obliger,1937
Noémi Dijoux,(1952),fem.,Impression Visage Autant Fidèle Regard,1986
Danielle Martin du Garnier,(1941-1945),fem.,Appuyer Saisir Quand Mêler Accepter Professeur Enfance,1979
Jeannine de la Fernandez,c.1952,fem.,Expression Combat Douter Pencher Respecter Goût Appartenir,1981
Audrey Renaud,c.1946,fem.,Cent Société Français Taire,1982
Anaïs de la Lombard,C.1916,fem.,Existence Supposer Manger Nez,1946
Marthe Alexandre,(1960),fem.,Acte Intelligence Enfin Douceur Celui,1990
Anne Meunier-Letellier,c.1956,fem.,Regard Sourire Garde Chien Jeu Attitude Yeux Intérieur,1984
Laetitia-Philippine Traore,c.1956,fem.,Importer Exécuter Heure Feu,1989
Nath Daniel,C.1936,fem.,Vêtement Déjà Travailler Devenir Oeuvre,1969
Odette de la Fouquet,C.1921,fem.,Respecter Or Taire Chat Muet,1955
Camille Garcia,(1932),fem.,Conduire Perdre Côté Parfois,1963
Alice Renault,c.1955,fem.,Charge Éclat Bout Justice Fait Importance Décrire Secret,1990
Aurore Poirier du Petit,(1935-1939),fem.,Yeux Usage Société Accompagner,1968
Laure de la Gérard,c.1934,fem.,Écouter Demander Maintenir,1967
Margaret Bègue,(1903-1907),fem.,Où Acte Visage Espérer Diriger Rapporter Projet,1941
Pénélope Roussel,C.1953,fem.,Triste Relation Souvent Colère Histoire Volonté,1983
Mathilde Martin,(1960),fem.,Sûr Éclat Commander Bureau,1988
Renée Hamon,(1915),fem.,Verre Chance Ramasser Yeux Auprès Secrétaire,1950
Jeanne Potier,C.1908,fem.,Vendre Train Public Connaissance Expression Intelligence,1936
Charlotte Bonneau,c.1928,fem.,Visite Naturel Patron Oeil Paix,1960
Josette Merle,c.1947,fem.,Soir Cabinet Fermer Événement Fumée,1977
Juliette Giraud,(1907-1911),fem.,Nouveau À Delà Chance Je Fumée,1941
Juliette Robert,(1948),fem.,Lire Sec Fatigue Aider Dieu Connaissance,1984
Lucie Bernard,c.1929,fem.,École Tracer Endormir Donner Résultat Surveiller Précieux,1957
Geneviève Boulanger,(1911),fem.,Décrire Curiosité Dame Delà Année,1941
Marcelle Huet,c.1949,fem.,Bleu Nommer Perdre Liberté Sous Journal,1983
Françoise Dupont,c.1917,fem.,Foule Puisque Ville Lune Effacer,1949
Jacqueline Diaz,(1924-1928),fem.,Plante Emporter Encore Capable Pièce Respirer Tout,1956
Virginie De Oliveira-Thierry,(1946),fem.,Couvrir Énorme Falloir Double Magnifique,1977
Joséphine Voisin,c.1956,fem.,Puis Importance Cercle Nez Guère Entier Respect Mois,1986
Chantal Guillaume,c.1940,fem.,Égal Commander Faveur Ami Usage,1968
Mathilde de la Maillot,(1939-1943),fem.,Mort Puis Neuf L'Une,1972
Laetitia-Mathilde Dupont,c.1915,fem.,Réunir Beau Exposer Sueur Assurer Travail,1948
Lucy Le Launay,(1908),fem.,Dominer Très Ministre Couler Éternel Vêtement,1939
Odette de la Tessier,c.1948,fem.,Faire Briller Conscience,1984
Marthe-Céline Leroy,(1947),fem.,Désir État Quoi Intérieur Bleu Commun Faux,1980
Charlotte Le Bigot,(1954),fem.,Venir Chant Continuer Troubler Embrasser,1990
Henriette-Véronique Gimenez,(1930),fem.,Assurer Cinquante Mal Sein,1960
Zoé Bègue,(1911-1915),fem.,Poser Est Siècle Moitié,1942
Constance Guilbert de Picard,(1943),fem.,Demande Dresser Ligne Aide Cacher,1977
Margot de Barbe,C.1954,fem.,Puis Bas Soutenir Roche Creuser Et Accord,1984
Cécile Imbert,C.1937,fem.,Précieux Cacher Lutter Coucher Figure Pitié Rien,1973
Noémi Alexandre,C.1910,fem.,Signifier Lui Curieux En Volonté Perte,1943
Océane Camus,(1913-1917),fem.,Source Cesse Autrefois Cela Au,1952
Alix Masson,C.1950,fem.,Passion Paquet Expérience Entretenir Nerveux Lien Taire Choix,1980
Michelle Ruiz-Perrot,(1938-1942),fem.,Montagne Quel Clef Fou Doucement Même Propre,1974
Diane Lefèvre,(1925-1929),fem.,Masse Répondre Même Page,1963
Laetitia Lamy,C.1936,fem.,Idée Point Beaux Aucun Fusil Seuil Mort Parler,1972
Élise-Martine Peltier,(1906),fem.,Essayer Presser Amuser Nom,1940
Adélaïde Poulain,c.1920,fem.,Aussitôt Corde Devoir Intérieur Séparer Lourd,1956
Renée Martinez,c.1940,fem.,Suivant Devoir Acheter Debout Voisin Car,1971
Renée Moreau de la Alves,(1899-1903),fem.,Pitié Travail Portier Naturel Regarder Séparer Affirmer Si,1935
Isabelle Antoine,(1910-1914),fem.,Français Machine Tendre Couche,1943
Olivie Vasseur,c.1927,fem.,Humain D'Autres Façon Remplacer Fixe Impossible Ligne,1962
Aimée Martel,(1907),fem.,Vague Silence Honte Flamme Beau Vie Sueur Parole,1936
Élodie Guillou,(1923),fem.,Effort Retour Commun Pensée Éviter,1954
Jeanne Leleu de la Adam,c.1940,fem.,Lors Queue Forme Peine Long Posséder Main,1973
Nathalie Rodriguez,(1919),fem.,Deviner Vieillard Chemise Empêcher Son Peser,1949
Martine Marchal,(1950),fem.,Honneur Interroger Chaise Pourquoi Vue,1982
Sophie Charles,(1949),fem.,Secours Dur Paraître Rapide Puissant Visage Course,1983
Hortense Dubois,c.1930,fem.,Pays Ville Parent,1966
Hortense Valentin-Guérin,c.1913,fem.,Pierre Assez Caractère Tomber Étranger,1945
Adrienne Jacques du Auger,(1913-1917),fem.,Force Page Chercher Car Prier Fin,1945
Margaret du Rey,(1955),fem.,Habiller Abri Bruit Eh Dur Science Rendre Poursuivre,1984
Denise Guilbert,c.1916,fem.,Attaquer Le Ferme Fixe Lors Autour Paysage Bleu,1946
Alice De Oliveira,(1918),fem.,Autrement Secret Chambre Cruel Car Courage,1948
Anastasie Carre,c.1951,fem.,Ouvrage Épais Souvenir,1980
Élisabeth Verdier de la Bruneau,C.1943,fem.,Chaîne Simple Rond Moitié Sol Je,1979
Josette Arnaud,(1900),fem.,Branche Trou Voile Lumière Politique Voiture Matin Paysan,1936
Julie Dias,(1929-1933),fem.,Fête Étouffer Coin Classe,1961
Capucine-Françoise Verdier,c.1905,fem.,Sens Nourrir Repas Science Désespoir Interroger Parfois,1935
Nicole Robert,c.1931,fem.,Eaux Résister Poussière Instant Fumer Pitié Voisin,1961
Zoé Durand de la Georges,c.1940,fem.,Éloigner Étude Point,1976
Michelle François-Besson,C.1905,fem.,Obtenir Espèce Vingt Souvent Désert,1939
Laurence Delannoy,(1945),fem.,Bande Expérience Accepter Intérieur Social Rouler Sommet,1981
Noémi Dupuis,(1924-1928),fem.,Particulier Oiseau Ministre Signe Parmi Auquel Avec Auquel,1963
Anastasie de Georges,(1909-1913),fem.,Amour Étonner Assez Espace Vêtement Faux Vieux Caresser,1946
Claudine Ferrand,(1921-1925),fem.,Ensemble Secret Secret Traîner Présent Jusque,1960
Margot Hoareau,(1927-1931),fem.,Renoncer Fuir Trop Année,1959
Victoire du Chrétien,C.1930,fem.,Reculer Important Mémoire,1964
Astrid Lefèvre,(1956),fem.,Repousser Main Depuis Service Complet,1988
Aurore du Moreau,(1926-1930),female,Eaux Assister Foule,1961
Alice Nguyen-Rey,(1904),female,Plaisir Frère Autrement Pouvoir Mouvement,1940
Caroline Guillon,c.1938,female,Jeune Fait Enfance Émotion Malgré Rejoindre,1970
Christelle Legrand-Godard,c.1962,female,Histoire Juge Grâce Très Reprendre Bas,1990
Isabelle Bodin,(1907),female,Gouvernement Tourner Étudier,1939
Nath Lemoine,(1904),female,Terre Vraiment Effet Chant Être Rouler Être,1937
Susanne Lacombe de Renault,c.1958,female,Perdre Mort Muet Sentir Retour Social Honneur,1987
Monique Meunier-Peron,(1928-1932),female,Blond Fond Sommet Renverser Peine Depuis Fidèle Pas,1967
Céline Evrard du Benard,c.1953,female,Tuer Bête Simplement Quart Songer Juger Voisin,1986
Thérèse Vallet,(1935-1939),female,Mener Père Disparaître Loi Esprit Troubler Port,1973
Aimée Roux,C.1912,female,Événement Exprimer Sein Propre Mer Fin Pourquoi,1941
Antoinette Blondel,(1957),female,Anglais Rire Se Vérité Désir Droite Son,1990
Margaux Valette,(1927-1931),female,Apporter Aider Entier Chemin Joli,1958
Antoinette Paul,(1917-1921),female,Témoin Gauche Étoile Amener Avec,1956
Aurélie Martinez,(1929),female,Répandre Changer Réveiller De Envelopper Occuper Déclarer,1958
Amélie Bouvet,(1919),female,Fixe Tapis Route Marier,1955
Dorothée Duval,(1927),female,Habitant Avec Ressembler Petit Demander Arbre Guère,1961
Élise Leconte,C.1928,female,Époque Exécuter Ignorer Offrir,1958
Alexandrie Charles,(1945),female,Tu Rire Angoisse Étranger Former D'Autres Montagne Cours,1980
Louise Berthelot,(1930-1934),female,Oiseau Non Désespoir Son Pauvre,1967
Philippine de Sauvage,c.1915,female,Chance Large Corde Leur Morceau Blanc Coucher,1945
Margaret Camus,(1941-1945),female,Presque Rôle Beaucoup,1976
Adrienne-Véronique Payet,(1902-1906),female,Quelque Lieu Ouvert Vingt Grâce Mari Essuyer,1941
Colette-Diane Prévost,C.1951,female,Cesse Réussir Arrière Acte Attendre Étouffer Au,1987
Alexandria Gimenez,(1916-1920),female,D'Autres Retour Nouveau Là Finir Quel Porter,1949
Josette de Thomas,C.1926,female,Foi Fatiguer Frère Ce Double Six Loin,1959
Valérie Dupont,(1920-1924),female,Diriger Accepter Ami Certainement,1955
Anaïs Godard,C.1949,female,Question Race Ministre Chat Je Dont Usage,1985
Michelle-Joséphine Grenier,(1924-1928),female,Oublier Secret Propos Mauvais Sept,1961
Luce Weiss-Lopes,c.1937,female,Savoir Réunir Tout Personnage Sur Repas Précipiter,1968
Margot Thibault,(1911),female,Ah Rêve Après Appeler Droite Accorder,1944
Françoise Courtois-Turpin,(1909),female,Sien Rapide Terminer Poche Posséder Poser Même,1940
Susan de Nguyen,(1937-1941),female,Dessus Aussi Pourquoi Rassurer Lieu Conclure Marchand,1975
Sabine Barbe,C.1947,female,Bête Éclairer Effacer Pur Éternel Soi,1975
Claudine Leblanc,c.1941,female,Soirée Effet Argent Bande Sommet Part,1977
Andrée Gosselin,C.1916,female,Étranger Vêtir Bande Quartier Rapport,1952
Stéphanie Poulain,C.1931,female,Comment Plus Général Épais Départ Profondément Repas,1961
Dominique Rivière,(1933),female,Vers Finir Partager Poitrine Matin Double,1966
Nathalie-Pénélope Gonzalez,c.1931,female,Occasion Événement Toi Matière,1964
Marine Descamps,(1947),female,Même Moitié Cou Résister,1977
Clémence Hoareau de Lefebvre,c.1905,female,Honte Trop Sauter Coup Ensuite Compter Mensonge,1940
Océane De Sousa,C.1902,female,Notre Paupière Sourire Nul,1938
Aurélie Millet,(1942),female,Parce Que Manger Race Fixe,1978
Denise De Sousa,(1948-1952),female,Prier Delà Entrée Quand Ancien Brusquement Grandir Rang,1980
Corinne Grenier du Denis,c.1920,female,Paysage Voir Enfance Éloigner,1956
Maggie Becker,C.1917,female,Gris Rue Leur,1953
Nathalie de Chartier,C.1953,female,Crainte Quelque Apparence Vers,1987
Adèle Muller,C.1952,female,Tellement Honneur Force Entrée Manquer,1985
Dominique-Juliette Bouchet,(1933-1937),female,Traîner Oreille Appuyer Dos,1969
Agnès Morin,(1922),female,Hésiter Doigt Prière Blanc Croix Souffrance,1951
Madeleine du Labbé,(1917),female,Accrocher Celui Pauvre,1946
Martine-Virginie Besnard,C.1937,female,Tour Circonstance Compter Oncle,1968
Célina-Amélie Roussel,C.1934,female,Attention Morceau Journal Parfois Étroit Cour,1969
Lorraine Lucas,c.1908,female,Mot Politique Habiller Président Nouveau Soirée Avant,1943
Henriette Martineau,c.1913,female,Éclairer Magnifique Demander Musique Jeu Pays Midi Plonger,1942
Claude Bourdon,c.1907,female,Afin De Magnifique Aventure Comment Lendemain Besoin Pur Moitié,1943
Anastasie Launay,C.1912,female,Palais Hasard Continuer Saisir Mille Beau Fruit,1943
Claudine Duhamel,(1954-1958),female,Mien Cours Partie Poche Route Dégager Gauche,1985
Maggie Samson,(1941-1945),female,Froid Figure Prison Puisque Mal,1974
Sabine Costa,(1949-1953),female,Seulement Fortune Jeu Noir Intéresser Sentir,1981
Nicole Valentin,(1911-1915),female,Sombre Retomber Noir,1947
Adrienne Huet,c.1940,female,Phrase Corde Demain Chaud Supposer Verser,1970
Capucine Roux,c.1913,female,Claire Tendre Mur Tâche Dimanche Près Voler,1948
Juliette Pottier,(1919),female,Choisir Quand Consulter Roi Corps Disposer Réclamer Ville,1949
Henriette Perez,(1916-1920),female,Sauter Mettre Consulter,1951
Charlotte Allard,(1945),female,Étaler Moyen Manquer Consentir Jeune Ce,1977
Renée Fernandez,c.1952,female,Partir Longtemps Manger Retirer Dessiner,1983
Adèle Lagarde,(1942),female,Recueillir Jambe Tâche Vaste,1977
Maggie Colin,(1935),female,Rien Noir Certainement Reprendre Fortune Terre Traiter,1968
Caroline du Thibault,(1929),female,Brûler Dominer Oeuvre Lequel Animal,1959
Jeanne Jacques,C.1921,female,Professeur Port D'Autres Retourner Bonheur,1956
Dominique Normand-Leroux,c.1955,female,Manger Consulter Façon Ancien Raconter Désirer,1985
Adélaïde Le Hubert,C.1915,female,Vide Souffrance Tenter Fidèle Voix Cour,1943
Margot-Andrée Paris,c.1938,female,Sérieux Éteindre Présence Reculer Erreur Rose,1970
Adèle Thibault,(1920),female,Mesure Hasard Politique Rue Chacun Écarter Dieu,1955
Caroline Weber,c.1943,female,Frais Lueur Ensuite,1972
Gabrielle Pineau du Rivière,(1927),female,Étoile Eh Quant À Dernier Accord Soudain,1961
Victoire-Julie Pinto,c.1928,female,Pouvoir Crainte Douleur,1957
Nathalie Marie,C.1935,female,Arme Aspect Nu Doute Recherche,1965
Patricia Mace-Georges,(1916-1920),female,Nouveau Quelque Vif Compagnie Lumière Car,1952
Marie David de la Laurent,C.1907,female,Puis Ici Petit Désormais,1936
Édith Duhamel,c.1955,female,Représenter Haute Souvent Neuf Essuyer Lutte,1984
Suzanne Breton,C.1908,female,Exiger Plante Bien Protéger Désormais,1936
Margot Barbier,c.1944,female,Accuser Lumière Quartier Science Jeune Vague Aussi Mouvement,1973
Hortense Charles,(1940-1944),female,Prouver L'Une Regard Volonté Pourtant Répondre,1972
Emmanuelle Lejeune,C.1955,female,Surprendre Parfois Façon Savoir,1983
Sylvie Collet,c.1943,female,Coucher Vide Trait Joindre,1971
Emmanuelle Hoarau,c.1921,female,Forêt Digne Plan Payer Fumer,1949
Margot Boucher,c.1949,female,Part Queue Paquet Vent Frais,1977
Anouk Sauvage,C.1908,female,Absolument Avant Cours Ci Son Absence Dépasser,1940
Michèle Torres,c.1956,female,Oeuvre Troisième Sauver Présent Colère Approcher Trésor,1986
Paulette Auger,(1937),female,Possible Devant Vêtement Malgré Sentir Extraordinaire Déclarer,1970
