author_name,year_of_birth,gender,thesis_title,year_of_defense
Paulette Vidal-Colin,1955,fem.,Ennemi Sou Reprendre Son,1986
Suzanne-Brigitte Grégoire,1939,fem.,Voyager Défendre Éloigner Plaindre,1972
Dominique Alves,1916,fem.,Nu Connaissance Français Indiquer Soumettre Peuple,1947
Chantal Nguyen,1940,fem.,Attendre Obliger Perdu Printemps Retrouver Côté Fin,1971
Anouk Legendre,1937,fem.,Mon Cela Voie Lequel Métier,1968
Éléonore Simon,1933,fem.,Chaud Fleur Course Toile Désir Direction Vingt,1963
Juliette de la Dos Santos,1926,fem.,Aujourd'Hui Obtenir Violent Aventure Regard,1963
Valentine Dupont,1907,fem.,Président Garde Si Fortune,1939
Margaret Raymond,1909,fem.,Rêve Mieux Aller Que Parole,1939
Nathalie Descamps,1933,fem.,Rose Lutter Et Hasard Couper Tapis Violence,1963
Olivie Robin-Rivière,1923,fem.,Lune Unique Étage,1959
Marine-Christine Gomes,1915,fem.,Victime Échapper Rejoindre Beau Car,1943
Constance Couturier,1910,fem.,Partager Traverser Autorité Tantôt,1940
Margot Bodin,1956,fem.,Rompre Exister Étudier Voisin Désert Personne Hiver,1989
Simone Guérin-François,1936,fem.,Nous As Juste Écraser Heureux Noir,1969
Laurence Carpentier,1943,fem.,Leur Joindre Danger Mensonge,1974
Aurore Olivier-Laine,1959,fem.,Rose Adresser Serrer Pousser Général,1987
Denise Baudry Le Rey,1931,fem.,Tôt Asseoir Composer Nuit,1965
Chantal-Margot Munoz,1911,fem.,Chaleur Sentier Désir Franchir Appartement Ombre,1944
Christiane Gomes,1931,fem.,Durer Porter Après Profond Long Ramasser Prêter Présence,1961
Éléonore du Martineau,1906,fem.,Sembler Creuser Voir Condamner Encore Car,1939
Margaret Leduc,1952,fem.,Mot Traverser Composer Sol,1984
Marguerite Bousquet,1953,fem.,Yeux Demain Fin Règle,1981
Virginie Da Silva,1951,fem.,Imaginer Commun Pourquoi Ailleurs Lit,1980
Christiane de Tanguy,1950,fem.,Réfléchir Qualité Certain Descendre Conseil,1982
Michèle Gosselin,1912,fem.,Te Jeunesse Entourer,1940
Simone Peltier,1952,fem.,En Bon Entraîner Bureau Vie,1981
Hortense-Sabine Denis,1919,fem.,Faim Long Douze Endroit Chair Ferme Nombreux,1949
Anastasie de la Dubois,1937,fem.,Immobile En Contraire Rencontrer Pain Hôtel Aujourd'Hui,1973
Camille Dos Santos,1954,fem.,Salut Chacun Témoin Façon Blanc Sauvage,1986
Jacqueline-Manon Perrin,1929,fem.,Bruit Attacher Carte Français Obtenir Y Tourner,1963
Alexandrie-Manon Poirier,1909,fem.,Saison Début Cerveau Clef Mourir Visite,1939
Anastasie Lenoir du Guillon,1956,fem.,Présent Expérience Repousser Trembler,1985
Céline Voisin,1939,fem.,Désormais Chaud D'Autres Fortune Terminer Science,1972
Suzanne-Amélie Schmitt,1921,fem.,Éclat Tard Vieillard Libre Grave Capable Jeter,1951
Paulette Lebreton,1945,fem.,Argent Mensonge Énorme Source Tirer,1978
Claire Lévy Le Chevallier,1954,fem.,Long Tour Ventre Prononcer Simple,1984
Alex Pereira,1955,fem.,Déjà Éprouver Impression Mon,1986
Éléonore Samson,1941,fem.,Soumettre Siège Papier Confier Également Père Bon,1977
Clémence Fouquet,1944,fem.,Mur Frais Semblable Signer Oublier,1976
Renée Dupuis,1953,fem.,Saluer Puissance Calme Tôt,1985
Michèle Barthelemy,1908,fem.,Papa Delà Parvenir Fort Si Froid Chacun Ligne,1943
Constance Lopes,1914,fem.,Bête Social Ici Chair Spectacle Lisser Quinze Aide,1949
Claude Le Deschamps,1910,fem.,Enfant Tête Devant Ensuite Etc Soit,1941
Astrid Auger-Germain,1958,fem.,Exister Endroit Beaux École,1989
Susanne Hervé,1956,fem.,Fou Neuf Depuis Bleu Espace Élever Fidèle,1989
Audrey Boulay,1944,fem.,Un Mode Éternel,1979
Adrienne Boucher,1901,fem.,Pendre Âge Président Huit Réduire,1935
Frédérique Aubry du Bourgeois,1947,fem.,Payer Beau Trois Respect Noir Considérer Oiseau,1984
Inès Georges-David,1907,fem.,Village Trembler Regretter Rue Tout,1938
Sabine Diallo,1950,fem.,Noir Aspect Ombre Caresser Tête Prison,1979
Valentine-Michelle Leleu,1910,fem.,Fauteuil Rendre Carte Il Attirer,1944
Astrid-Élodie Toussaint,1928,fem.,Marchand Silencieux Manier Tel,1960
Susanne-Alice Barbier,1919,fem.,Bataille Réunir Rue Mieux Attaquer Interroger,1952
Arnaude du Rey,1928,fem.,Jeune Inutile Odeur Voile Entendre Pierre,1963
Dominique Albert,1955,fem.,Marche Poste Qualité Bataille,1986
Adèle Cohen,1912,fem.,Secret Lutter Armer Parcourir,1942
Josette Rivière,1931,fem.,Marquer Blanc Lutter Sans Sortir Particulier,1960
Victoire Le Baudry,1908,fem.,Appartement Tracer Éviter Soumettre Il Boire Aile,1941
Noémi de Merle,1953,fem.,Personne Prévoir Place Partout Rouler Naturel Serrer Delà,1990
Christiane Maillard,1920,fem.,Dès Lueur Sou Élément Nation Amuser Confier,1951
Pénélope Verdier,1918,fem.,Preuve Lorsque Million Proposer Fatiguer Inconnu Accompagner,1952
Dorothée Weber,1919,fem.,Chanter Aussitôt Abandonner Ceci Animal,1955
Laure Le Roux,1903,fem.,Nouveau Hauteur Tel Partir,1936
Alexandrie Samson,1952,fem.,Dégager Grand Raconter Traîner Famille Femme,1984
Claire Jacquot-Simon,1929,fem.,Dix Avant Système Pousser Poussière Libre Fatigue,1962
Lorraine-Marine Loiseau,1935,fem.,Politique Rejoindre Vingt Son Ajouter Choix Faim,1970
Sophie-Margaud Turpin,1911,fem.,Passé Effacer Plante Dimanche Nation,1941
Henriette Leclerc,1911,fem.,Hôtel Justice Paix Paix Tempête Prix,1939
Anastasie De Oliveira-Rolland,1948,fem.,Nul En Rire,1978
Bernadette Arnaud,1911,fem.,Paysan Assurer Accorder Pouvoir Vérité Cent Attention Madame,1942
Adélaïde Bouvier,1950,fem.,Gens Changement Abandonner Confier Seuil,1982
Manon Lagarde,1907,fem.,Pauvre Commencement Religion,1935
Philippine Nguyen-Gay,1914,fem.,Contenir Qualité Prévoir Confiance Lier Former Cacher,1949
Victoire Dupuis Le Leclerc,1931,fem.,Accorder En Circonstance Attaquer Couche Parent,1965
Clémence-Alix Olivier,1939,fem.,Réclamer Enfermer Nombre Paysan Battre,1973
Josette de la Morin,1956,fem.,Sonner Chasse Voyager Lune Conclure Étoile,1988
Alice du Cohen,1922,fem.,Lit Soutenir Servir Âme Suivre,1954
Adèle Lucas,1922,fem.,Partager Tirer Ci Médecin,1953
Maryse Fernandez-Grondin,1941,fem.,Considérer Faim Roi Obliger,1976
Sophie Martineau,1948,fem.,Jeune Enfant Quoi Fonction Public Marier,1978
Geneviève Rey du Duval,1917,fem.,Ouvrir Fort Roman Fils Départ Intelligence Effort,1947
Océane Samson,1917,fem.,Pierre Conseil Jusque,1947
Josette Adam de Mary,1948,fem.,Toute Conclure Bas Silence Ensemble,1980
Célina-Aimée Blondel,1943,fem.,Franchir Éternel Exemple Campagne Manier Arrivée Droit Partir,1972
Colette Bonnet,1914,fem.,Tracer Eau Court Matin Fumée Âme Discussion Rester,1949
Adélaïde Guillaume,1921,fem.,Taille Cercle Si Lentement Assister Oeil Condamner,1952
Aurore Regnier,1907,fem.,Marier Traverser Allumer Mesure Devenir Penser Sous,1937
Véronique Bourdon,1911,fem.,Public Oiseau Matin Droit,1944
Anne Guérin Le Prévost,1953,fem.,Passer Indiquer Compte Professeur Accrocher,1983
Margaux du Sauvage,1937,fem.,Calme Ressembler Le Beau,1970
Jeanne-Arnaude Guillaume,1905,fem.,Douter Désormais Animal Hasard Fusil Année Amener,1941
Camille-Danielle Launay,1934,fem.,Sept Oeil Complet,1971
Constance Briand,1902,fem.,Préférer Désormais Or Obliger,1937
Noémi Dijoux,1952,fem.,Impression Visage Autant Fidèle Regard,1986
Danielle Martin du Garnier,1943,fem.,Appuyer Saisir Quand Mêler Accepter Professeur Enfance,1979
Jeannine de la Fernandez,1952,fem.,Expression Combat Douter Pencher Respecter Goût Appartenir,1981
Audrey Renaud,1946,fem.,Cent Société Français Taire,1982
Anaïs de la Lombard,1916,fem.,Existence Supposer Manger Nez,1946
Marthe Alexandre,1960,fem.,Acte Intelligence Enfin Douceur Celui,1990
Anne Meunier-Letellier,1956,fem.,Regard Sourire Garde Chien Jeu Attitude Yeux Intérieur,1984
Laetitia-Philippine Traore,1956,fem.,Importer Exécuter Heure Feu,1989
Nath Daniel,1936,fem.,Vêtement Déjà Travailler Devenir Oeuvre,1969
Odette de la Fouquet,1921,fem.,Respecter Or Taire Chat Muet,1955
Camille Garcia,1932,fem.,Conduire Perdre Côté Parfois,1963
Alice Renault,1955,fem.,Charge Éclat Bout Justice Fait Importance Décrire Secret,1990
Aurore Poirier du Petit,1937,fem.,Yeux Usage Société Accompagner,1968
Laure de la Gérard,1934,fem.,Écouter Demander Maintenir,1967
Margaret Bègue,1905,fem.,Où Acte Visage Espérer Diriger Rapporter Projet,1941
Pénélope Roussel,1953,fem.,Triste Relation Souvent Colère Histoire Volonté,1983
Mathilde Martin,1960,fem.,Sûr Éclat Commander Bureau,1988
Renée Hamon,1915,fem.,Verre Chance Ramasser Yeux Auprès Secrétaire,1950
Jeanne Potier,1908,fem.,Vendre Train Public Connaissance Expression Intelligence,1936
Charlotte Bonneau,1928,fem.,Visite Naturel Patron Oeil Paix,1960
Josette Merle,1947,fem.,Soir Cabinet Fermer Événement Fumée,1977
Juliette Giraud,1909,fem.,Nouveau À Delà Chance Je Fumée,1941
Juliette Robert,1948,fem.,Lire Sec Fatigue Aider Dieu Connaissance,1984
Lucie Bernard,1929,fem.,École Tracer Endormir Donner Résultat Surveiller Précieux,1957
Geneviève Boulanger,1911,fem.,Décrire Curiosité Dame Delà Année,1941
Marcelle Huet,1949,fem.,Bleu Nommer Perdre Liberté Sous Journal,1983
Françoise Dupont,1917,fem.,Foule Puisque Ville Lune Effacer,1949
Jacqueline Diaz,1926,fem.,Plante Emporter Encore Capable Pièce Respirer Tout,1956
Virginie De Oliveira-Thierry,1946,fem.,Couvrir Énorme Falloir Double Magnifique,1977
Joséphine Voisin,1956,fem.,Puis Importance Cercle Nez Guère Entier Respect Mois,1986
Chantal Guillaume,1940,fem.,Égal Commander Faveur Ami Usage,1968
Mathilde de la Maillot,1941,fem.,Mort Puis Neuf L'Une,1972
Laetitia-Mathilde Dupont,1915,fem.,Réunir Beau Exposer Sueur Assurer Travail,1948
Lucy Le Launay,1908,fem.,Dominer Très Ministre Couler Éternel Vêtement,1939
Odette de la Tessier,1948,fem.,Faire Briller Conscience,1984
Marthe-Céline Leroy,1947,fem.,Désir État Quoi Intérieur Bleu Commun Faux,1980
Charlotte Le Bigot,1954,fem.,Venir Chant Continuer Troubler Embrasser,1990
Henriette-Véronique Gimenez,1930,fem.,Assurer Cinquante Mal Sein,1960
Zoé Bègue,1913,fem.,Poser Est Siècle Moitié,1942
Constance Guilbert de Picard,1943,fem.,Demande Dresser Ligne Aide Cacher,1977
Margot de Barbe,1954,fem.,Puis Bas Soutenir Roche Creuser Et Accord,1984
Cécile Imbert,1937,fem.,Précieux Cacher Lutter Coucher Figure Pitié Rien,1973
Noémi Alexandre,1910,fem.,Signifier Lui Curieux En Volonté Perte,1943
Océane Camus,1915,fem.,Source Cesse Autrefois Cela Au,1952
Alix Masson,1950,fem.,Passion Paquet Expérience Entretenir Nerveux Lien Taire Choix,1980
Michelle Ruiz-Perrot,1940,fem.,Montagne Quel Clef Fou Doucement Même Propre,1974
Diane Lefèvre,1927,fem.,Masse Répondre Même Page,1963
Laetitia Lamy,1936,fem.,Idée Point Beaux Aucun Fusil Seuil Mort Parler,1972
Élise-Martine Peltier,1906,fem.,Essayer Presser Amuser Nom,1940
Adélaïde Poulain,1920,fem.,Aussitôt Corde Devoir Intérieur Séparer Lourd,1956
Renée Martinez,1940,fem.,Suivant Devoir Acheter Debout Voisin Car,1971
Renée Moreau de la Alves,1901,fem.,Pitié Travail Portier Naturel Regarder Séparer Affirmer Si,1935
Isabelle Antoine,1912,fem.,Français Machine Tendre Couche,1943
Olivie Vasseur,1927,fem.,Humain D'Autres Façon Remplacer Fixe Impossible Ligne,1962
Aimée Martel,1907,fem.,Vague Silence Honte Flamme Beau Vie Sueur Parole,1936
Élodie Guillou,1923,fem.,Effort Retour Commun Pensée Éviter,1954
Jeanne Leleu de la Adam,1940,fem.,Lors Queue Forme Peine Long Posséder Main,1973
Nathalie Rodriguez,1919,fem.,Deviner Vieillard Chemise Empêcher Son Peser,1949
Martine Marchal,1950,fem.,Honneur Interroger Chaise Pourquoi Vue,1982
Sophie Charles,1949,fem.,Secours Dur Paraître Rapide Puissant Visage Course,1983
Hortense Dubois,1930,fem.,Pays Ville Parent,1966
Hortense Valentin-Guérin,1913,fem.,Pierre Assez Caractère Tomber Étranger,1945
Adrienne Jacques du Auger,1915,fem.,Force Page Chercher Car Prier Fin,1945
Margaret du Rey,1955,fem.,Habiller Abri Bruit Eh Dur Science Rendre Poursuivre,1984
Denise Guilbert,1916,fem.,Attaquer Le Ferme Fixe Lors Autour Paysage Bleu,1946
Alice De Oliveira,1918,fem.,Autrement Secret Chambre Cruel Car Courage,1948
Anastasie Carre,1951,fem.,Ouvrage Épais Souvenir,1980
Élisabeth Verdier de la Bruneau,1943,fem.,Chaîne Simple Rond Moitié Sol Je,1979
Josette Arnaud,1900,fem.,Branche Trou Voile Lumière Politique Voiture Matin Paysan,1936
Julie Dias,1931,fem.,Fête Étouffer Coin Classe,1961
Capucine-Françoise Verdier,1905,fem.,Sens Nourrir Repas Science Désespoir Interroger Parfois,1935
Nicole Robert,1931,fem.,Eaux Résister Poussière Instant Fumer Pitié Voisin,1961
Zoé Durand de la Georges,1940,fem.,Éloigner Étude Point,1976
Michelle François-Besson,1905,fem.,Obtenir Espèce Vingt Souvent Désert,1939
Laurence Delannoy,1945,fem.,Bande Expérience Accepter Intérieur Social Rouler Sommet,1981
Noémi Dupuis,1926,fem.,Particulier Oiseau Ministre Signe Parmi Auquel Avec Auquel,1963
Anastasie de Georges,1911,fem.,Amour Étonner Assez Espace Vêtement Faux Vieux Caresser,1946
Claudine Ferrand,1923,fem.,Ensemble Secret Secret Traîner Présent Jusque,1960
Margot Hoareau,1929,fem.,Renoncer Fuir Trop Année,1959
Victoire du Chrétien,1930,fem.,Reculer Important Mémoire,1964
Astrid Lefèvre,1956,fem.,Repousser Main Depuis Service Complet,1988
Aurore du Moreau,1928,female,Eaux Assister Foule,1961
Alice Nguyen-Rey,1904,female,Plaisir Frère Autrement Pouvoir Mouvement,1940
Caroline Guillon,1938,female,Jeune Fait Enfance Émotion Malgré Rejoindre,1970
Christelle Legrand-Godard,1962,female,Histoire Juge Grâce Très Reprendre Bas,1990
Isabelle Bodin,1907,female,Gouvernement Tourner Étudier,1939
Nath Lemoine,1904,female,Terre Vraiment Effet Chant Être Rouler Être,1937
Susanne Lacombe de Renault,1958,female,Perdre Mort Muet Sentir Retour Social Honneur,1987
Monique Meunier-Peron,1930,female,Blond Fond Sommet Renverser Peine Depuis Fidèle Pas,1967
Céline Evrard du Benard,1953,female,Tuer Bête Simplement Quart Songer Juger Voisin,1986
Thérèse Vallet,1937,female,Mener Père Disparaître Loi Esprit Troubler Port,1973
Aimée Roux,1912,female,Événement Exprimer Sein Propre Mer Fin Pourquoi,1941
Antoinette Blondel,1957,female,Anglais Rire Se Vérité Désir Droite Son,1990
Margaux Valette,1929,female,Apporter Aider Entier Chemin Joli,1958
Antoinette Paul,1919,female,Témoin Gauche Étoile Amener Avec,1956
Aurélie Martinez,1929,female,Répandre Changer Réveiller De Envelopper Occuper Déclarer,1958
Amélie Bouvet,1919,female,Fixe Tapis Route Marier,1955
Dorothée Duval,1927,female,Habitant Avec Ressembler Petit Demander Arbre Guère,1961
Élise Leconte,1928,female,Époque Exécuter Ignorer Offrir,1958
Alexandrie Charles,1945,female,Tu Rire Angoisse Étranger Former D'Autres Montagne Cours,1980
Louise Berthelot,1932,female,Oiseau Non Désespoir Son Pauvre,1967
Philippine de Sauvage,1915,female,Chance Large Corde Leur Morceau Blanc Coucher,1945
Margaret Camus,1943,female,Presque Rôle Beaucoup,1976
Adrienne-Véronique Payet,1904,female,Quelque Lieu Ouvert Vingt Grâce Mari Essuyer,1941
Colette-Diane Prévost,1951,female,Cesse Réussir Arrière Acte Attendre Étouffer Au,1987
Alexandria Gimenez,1918,female,D'Autres Retour Nouveau Là Finir Quel Porter,1949
Josette de Thomas,1926,female,Foi Fatiguer Frère Ce Double Six Loin,1959
Valérie Dupont,1922,female,Diriger Accepter Ami Certainement,1955
Anaïs Godard,1949,female,Question Race Ministre Chat Je Dont Usage,1985
Michelle-Joséphine Grenier,1926,female,Oublier Secret Propos Mauvais Sept,1961
Luce Weiss-Lopes,1937,female,Savoir Réunir Tout Personnage Sur Repas Précipiter,1968
Margot Thibault,1911,female,Ah Rêve Après Appeler Droite Accorder,1944
Françoise Courtois-Turpin,1909,female,Sien Rapide Terminer Poche Posséder Poser Même,1940
Susan de Nguyen,1939,female,Dessus Aussi Pourquoi Rassurer Lieu Conclure Marchand,1975
Sabine Barbe,1947,female,Bête Éclairer Effacer Pur Éternel Soi,1975
Claudine Leblanc,1941,female,Soirée Effet Argent Bande Sommet Part,1977
Andrée Gosselin,1916,female,Étranger Vêtir Bande Quartier Rapport,1952
Stéphanie Poulain,1931,female,Comment Plus Général Épais Départ Profondément Repas,1961
Dominique Rivière,1933,female,Vers Finir Partager Poitrine Matin Double,1966
Nathalie-Pénélope Gonzalez,1931,female,Occasion Événement Toi Matière,1964
Marine Descamps,1947,female,Même Moitié Cou Résister,1977
Clémence Hoareau de Lefebvre,1905,female,Honte Trop Sauter Coup Ensuite Compter Mensonge,1940
Océane De Sousa,1902,female,Notre Paupière Sourire Nul,1938
Aurélie Millet,1942,female,Parce Que Manger Race Fixe,1978
Denise De Sousa,1950,female,Prier Delà Entrée Quand Ancien Brusquement Grandir Rang,1980
Corinne Grenier du Denis,1920,female,Paysage Voir Enfance Éloigner,1956
Maggie Becker,1917,female,Gris Rue Leur,1953
Nathalie de Chartier,1953,female,Crainte Quelque Apparence Vers,1987
Adèle Muller,1952,female,Tellement Honneur Force Entrée Manquer,1985
Dominique-Juliette Bouchet,1935,female,Traîner Oreille Appuyer Dos,1969
Agnès Morin,1922,female,Hésiter Doigt Prière Blanc Croix Souffrance,1951
Madeleine du Labbé,1917,female,Accrocher Celui Pauvre,1946
Martine-Virginie Besnard,1937,female,Tour Circonstance Compter Oncle,1968
Célina-Amélie Roussel,1934,female,Attention Morceau Journal Parfois Étroit Cour,1969
Lorraine Lucas,1908,female,Mot Politique Habiller Président Nouveau Soirée Avant,1943
Henriette Martineau,1913,female,Éclairer Magnifique Demander Musique Jeu Pays Midi Plonger,1942
Claude Bourdon,1907,female,Afin De Magnifique Aventure Comment Lendemain Besoin Pur Moitié,1943
Anastasie Launay,1912,female,Palais Hasard Continuer Saisir Mille Beau Fruit,1943
Claudine Duhamel,1956,female,Mien Cours Partie Poche Route Dégager Gauche,1985
Maggie Samson,1943,female,Froid Figure Prison Puisque Mal,1974
Sabine Costa,1951,female,Seulement Fortune Jeu Noir Intéresser Sentir,1981
Nicole Valentin,1913,female,Sombre Retomber Noir,1947
Adrienne Huet,1940,female,Phrase Corde Demain Chaud Supposer Verser,1970
Capucine Roux,1913,female,Claire Tendre Mur Tâche Dimanche Près Voler,1948
Juliette Pottier,1919,female,Choisir Quand Consulter Roi Corps Disposer Réclamer Ville,1949
Henriette Perez,1918,female,Sauter Mettre Consulter,1951
Charlotte Allard,1945,female,Étaler Moyen Manquer Consentir Jeune Ce,1977
Renée Fernandez,1952,female,Partir Longtemps Manger Retirer Dessiner,1983
Adèle Lagarde,1942,female,Recueillir Jambe Tâche Vaste,1977
Maggie Colin,1935,female,Rien Noir Certainement Reprendre Fortune Terre Traiter,1968
Caroline du Thibault,1929,female,Brûler Dominer Oeuvre Lequel Animal,1959
Jeanne Jacques,1921,female,Professeur Port D'Autres Retourner Bonheur,1956
Dominique Normand-Leroux,1955,female,Manger Consulter Façon Ancien Raconter Désirer,1985
Adélaïde Le Hubert,1915,female,Vide Souffrance Tenter Fidèle Voix Cour,1943
Margot-Andrée Paris,1938,female,Sérieux Éteindre Présence Reculer Erreur Rose,1970
Adèle Thibault,1920,female,Mesure Hasard Politique Rue Chacun Écarter Dieu,1955
Caroline Weber,1943,female,Frais Lueur Ensuite,1972
Gabrielle Pineau du Rivière,1927,female,Étoile Eh Quant À Dernier Accord Soudain,1961
Victoire-Julie Pinto,1928,female,Pouvoir Crainte Douleur,1957
Nathalie Marie,1935,female,Arme Aspect Nu Doute Recherche,1965
Patricia Mace-Georges,1918,female,Nouveau Quelque Vif Compagnie Lumière Car,1952
Marie David de la Laurent,1907,female,Puis Ici Petit Désormais,1936
Édith Duhamel,1955,female,Représenter Haute Souvent Neuf Essuyer Lutte,1984
Suzanne Breton,1908,female,Exiger Plante Bien Protéger Désormais,1936
Margot Barbier,1944,female,Accuser Lumière Quartier Science Jeune Vague Aussi Mouvement,1973
Hortense Charles,1942,female,Prouver L'Une Regard Volonté Pourtant Répondre,1972
Emmanuelle Lejeune,1955,female,Surprendre Parfois Façon Savoir,1983
Sylvie Collet,1943,female,Coucher Vide Trait Joindre,1971
Emmanuelle Hoarau,1921,female,Forêt Digne Plan Payer Fumer,1949
Margot Boucher,1949,female,Part Queue Paquet Vent Frais,1977
Anouk Sauvage,1908,female,Absolument Avant Cours Ci Son Absence Dépasser,1940
Michèle Torres,1956,female,Oeuvre Troisième Sauver Présent Colère Approcher Trésor,1986
Paulette Auger,1937,female,Possible Devant Vêtement Malgré Sentir Extraordinaire Déclarer,1970
Audrey François Le Cordier,1915,female,Reprendre Attendre Projet Tracer Poche,1948
Jeannine Rousseau-Adam,1948,female,Haut Loup Règle Accuser Prononcer Chambre,1979
Dominique de Garcia,1936,female,Particulier Aller Sauter Époque Propre Temps Source,1965
Geneviève Aubert,1932,female,Digne Obliger Même Trésor Attaquer Appuyer Pénétrer,1963
Josette Thibault de Gilles,1955,female,Répandre Faim Ligne Aujourd'Hui Or Clair Pouvoir,1984
Christine Deschamps,1935,female,Peine Pitié Mode Recherche Chacun Moindre Creuser,1971
Anouk Blanc,1916,female,Rose Quand Avenir Chemin Usage Toi Ajouter,1949
Agathe du Lopes,1952,female,Semaine Peur Résister Désespoir Taille Simple,1987
Corinne Leclerc,1913,female,Rapport Effet Système Me Fin Même,1941
Madeleine Alves,1940,female,Ressembler Adresser Éviter Remonter Vue Genre Livre Phrase,1973
Michelle de Brunel,1921,female,Guère Personnage Importance Public Lier Calmer Intéresser Cour,1957
Laetitia Loiseau-Klein,1927,female,Garçon An Pour Rond Caractère,1957
Juliette Chrétien,1937,female,Sujet Flamme Tourner Naître Déchirer Côté Résister,1967
Odette Andre,1955,female,Oncle Sur Vraiment Désirer Somme Pied Nation,1984
Gabrielle Martins,1951,female,Attendre Vaste Jeter,1982
Catherine Boutin,1923,female,Valoir Longtemps Réserver Vieil Choix,1957
Laurence Durand du Lelièvre,1924,female,Écarter Âge Couche Claire Confier Froid Mesure,1953
Valérie Gillet,1943,female,Prétendre Raconter Occuper Certes Doucement Tourner Position,1976
Céline Ollivier,1905,female,Présent Goût Dieu Immense,1937
Stéphanie-Olivie Vasseur,1914,female,Quelque Gris Tandis Que Vraiment Rond Victime Me,1944
Célina Boulay,1915,female,Hors Eh Agent Saluer Violence Réveiller Paquet,1943
Caroline Payet,1910,female,Pain Étage Subir Secret Bien Repas Grand,1940
Élodie Lefebvre,1939,female,Demain Habitude Donc,1974
Audrey Dupuis,1903,female,Liberté Heure Plein Empire Obéir Apporter Lequel Étage,1936
Chantal Hervé,1957,female,Immobile Fier Masse Question Docteur,1990
Marguerite Philippe de Barre,1956,female,Retourner Gris Cesser Entretenir Éclater Point Principe Muet,1989
Margaux Raynaud,1919,female,Avouer Semaine Moment Prochain Seigneur,1956
Mathilde Neveu,1929,female,Lueur Large Ah Crainte Douter Bureau,1959
Céline Gomez,1940,female,Trouver Colère Longtemps Après Cinquante Intelligence,1971
Inès Monnier,1953,female,Retrouver Glisser Suivre Fille,1983
Maryse de Gimenez,1953,female,État Établir Naissance Rapporter Même Attention Intention,1985
Charlotte de la Martins,1906,female,Présent Comme Possible,1936
Agnès Bailly Le Tessier,1955,female,Avenir Droite Moindre Mince Rayon Détacher,1988
Célina Leroux,1919,female,Aujourd'Hui Devoir Sonner Loi Armée Soi Te,1952
Suzanne Rémy,1950,female,Fort Yeux Emporter Étudier Étendre Elle Importer,1980
Émilie Evrard,1947,female,Secret Menacer Lèvre Avouer,1982
Marcelle-Colette Merle,1925,female,Pendant Désirer Paraître Idée Front,1962
Corinne Mace,1934,female,Tout Étage Rouge Exécuter Neuf,1970
Aurore-Camille Cordier,1930,female,Intention Rire Ci Noire Ensemble Bas,1964
Élise Boulay-Lebreton,1936,female,Composer Doux Verser Erreur Armer Propos,1973
Marthe Robert,1933,female,Proposer Coeur Briller Complet,1964
Juliette Le Dijoux,1908,female,Écouter Rose Aimer Contraire Oeil Simplement,1945
Élisabeth Mary,1933,female,Avancer Prochain Jamais Bande Jour Monter Paysan,1963
Hortense Seguin,1925,female,Oreille Douter Lorsque Croire Événement Ignorer Fête,1956
Stéphanie du Guichard,1908,female,Courage Taire Pas Chasse Exiger,1940
Zoé-Geneviève Lévy,1937,female,Libre Échapper Titre Rêver,1971
Margot Rivière,1927,female,Lier Il Moins Soudain En Baisser,1956
Marthe Lesage-Gimenez,1953,female,Payer Fort Installer Souffler Rapide,1983
Renée Sanchez de Techer,1907,female,Remplacer Combat Vif Former,1940
Marthe Leclercq,1913,female,Blanc Éternel Établir,1947
Caroline Normand,1928,female,Matière Exprimer Loi Convenir Père Nation,1961
Thérèse Ollivier,1933,female,Côte Car L'Une Quinze Souvent Inventer,1965
Isabelle Guillot de Cousin,1943,female,Partout Continuer Voie Élever Noire Distance,1975
Antoinette Benoit,1934,female,Français Science Forcer Paraître Esprit Religion Terrible,1964
Nathalie Maréchal,1914,female,Parfois Mode Ventre Prochain Revoir Trace Armer,1943
Mathilde de la Colin,1913,female,Pareil Convenir Désigner Perdre Vingt Joli Mur,1941
Margot-Louise Dumont,1940,female,Magnifique Court Image Soumettre,1976
Victoire Cordier,1919,female,Qui Jeter Son Tuer,1955
Véronique Le Wagner,1945,female,Main Avant Cruel Frapper,1979
Alexandrie Martel,1941,female,Existence Fonder Pousser Inventer,1972
Frédérique Collin,1929,female,Sauvage Agir Vers Paysage Objet,1961
Christine Schneider,1921,female,Douze Voix Époque Apercevoir Liberté,1949
Christiane de Garcia,1922,female,Désespoir Éprouver Ainsi Grand Reste Lune,1959
Madeleine Carre,1949,female,Surtout Champ Nul Foi Printemps Dégager,1985
Henriette Dupuis de Roger,1950,female,Particulier Paupière Chaleur Mince Espoir,1984
Véronique-Jeannine Petitjean,1902,female,Prix Éloigner Minute Calmer Montrer Banc Secret Avouer,1938
Laure Barbier-Peron,1952,female,Toit Imposer Rêver Bureau Chemise,1983
Susan Collet,1944,female,Anglais Regard Unique Sentier Froid Assister Offrir,1975
Agnès Marchal-Dubois,1937,female,Promener Chasse Combat Retomber Flot Printemps Cinq,1973
Claude Dias,1923,female,Prêt Frère Vêtir Général Trop Intelligence,1954
Arnaude Boulay,1936,female,Si Traiter Monter Chef,1965
Astrid Aubry,1941,female,Même Avis Commun Dessus Gloire Spectacle Joli,1970
Anne Andre-Morin,1931,female,Arriver Amour Dégager Fuir Causer,1967
Élise de la Duhamel,1901,female,Noir Nation Auquel Chute Prière Décrire Grand Phrase,1937
