Period;Currency;Rate
2017-03-29;MXN;20.3522
2017-04-02;AUD;1.3982
2017-04-08;GBP;0.85573
2017-04-22;AUD;1.4219
2017-05-02;MXN;20.4568
2017-05-05;GBP;0.8471
2017-05-14;USD;1.0876
2017-05-14;CAD;1.4941
2017-05-13;MXN;20.5521
2017-05-15;MXN;20.502
2017-05-21;USD;1.1179
2019-04-01;GBP;0.85658
2019-04-02;AUD;1.5817
2019-04-02;MXN;21.3972
2019-04-04;GBP;0.85418
2019-04-08;USD;1.1246
2019-04-17;CAD;1.507
2019-04-23;SEK;10.507
2019-04-29;MXN;21.1267
2019-05-02;SEK;10.685
2019-05-04;SEK;10.7043
2019-05-07;USD;1.1185
2019-05-08;CAD;1.5074
2019-05-25;MXN;21.3057
2019-05-30;SEK;10.6323
2019-06-04;MXN;22.1603
2019-06-09;AUD;1.6173
2019-06-07;GBP;0.88675
2019-06-13;USD;1.1289
2019-06-16;USD;1.1265
2019-06-15;MXN;21.6073
2019-06-19;SEK;10.6868
2019-06-21;AUD;1.6386
2019-06-24;GBP;0.89365
2019-06-27;USD;1.137
2019-06-27;SEK;10.5488
2019-07-07;MXN;21.3872
2019-07-09;MXN;21.1827
2019-07-12;CAD;1.4667
2019-07-14;SEK;10.5515
2019-07-21;MXN;21.3542
2019-07-28;MXN;21.2038
2019-07-29;SEK;10.5773
2019-08-01;SEK;10.6868
2019-08-08;USD;1.1193
2019-08-08;CAD;1.4874
2019-08-13;USD;1.1222
2019-08-13;GBP;0.9283
2019-08-19;USD;1.1103
2019-08-19;AUD;1.6376
2019-08-31;AUD;1.6398
2019-08-31;MXN;22.1567
2019-09-02;CAD;1.4632
2019-09-03;MXN;21.9477
2019-09-08;MXN;21.655
2019-09-15;AUD;1.6126
2019-09-18;GBP;0.8872
2019-09-24;SEK;10.6763
2019-09-27;CAD;1.4493
2019-10-04;MXN;21.5087
2019-10-13;SEK;10.8448
2019-10-18;MXN;21.3875
2019-10-23;USD;1.1123
2019-10-23;AUD;1.6252
2019-11-09;USD;1.1034
2019-11-08;MXN;21.1383
2019-11-11;USD;1.1041
2019-11-12;GBP;0.8582
2019-11-13;MXN;21.3723
2019-11-14;SEK;10.694
2019-11-17;USD;1.1034
2019-11-18;SEK;10.6603
2019-11-19;AUD;1.6234
2019-11-19;GBP;0.85573
2019-11-23;AUD;1.6287
2019-11-24;CAD;1.4679
2019-11-25;GBP;0.85515
2019-12-03;USD;1.1071
2019-12-06;MXN;21.4658
2019-12-11;CAD;1.4661
2019-12-14;SEK;10.449
2019-12-16;CAD;1.4621
2019-12-29;MXN;21.0989
2020-01-02;SEK;10.4728
2020-01-05;MXN;21.1433
2020-01-08;CAD;1.447
2020-01-10;USD;1.1091
2020-01-18;MXN;20.8338
2020-01-20;AUD;1.6154
2020-01-26;MXN;20.717
2020-01-27;SEK;10.5795
2020-02-14;AUD;1.6151
2020-02-26;GBP;0.8415
2020-03-10;SEK;10.8015
2020-03-11;SEK;10.7238
2020-03-17;CAD;1.5512
2020-03-28;MXN;25.8329
2020-03-30;GBP;0.889
2020-03-31;MXN;26.1772
2020-04-04;GBP;0.8785
2020-04-03;SEK;10.952
2020-04-06;AUD;1.779
2020-04-06;GBP;0.878
2020-04-15;USD;1.0903
2020-04-18;USD;1.086
2020-04-17;MXN;26.0926
2020-04-25;GBP;0.87498
2020-05-07;SEK;10.62
2020-05-12;GBP;0.87773
2020-05-19;USD;1.095
2020-05-24;GBP;0.89563
2020-05-25;MXN;24.7353
2020-05-28;USD;1.1016
2020-06-09;AUD;1.6267
2020-06-13;AUD;1.6447
2020-06-19;USD;1.121
2020-06-23;USD;1.1318
2020-07-02;CAD;1.5343
2020-07-13;AUD;1.6248
2020-07-15;AUD;1.6293
2020-07-20;AUD;1.6359
2020-07-29;MXN;25.631
2020-08-09;MXN;26.5127
2020-08-10;MXN;26.3047
2020-08-12;AUD;1.6514
2020-08-12;CAD;1.5644
2020-08-15;USD;1.1813
2020-08-15;CAD;1.5649
2020-08-16;CAD;1.5649
2020-08-16;GBP;0.90173
2020-08-15;SEK;10.2933
2020-08-17;MXN;26.0924
2020-08-19;USD;1.1933
2020-08-21;AUD;1.6442
2020-08-26;GBP;0.8969
2020-09-01;CAD;1.56
2020-09-04;AUD;1.6291
2020-09-05;MXN;25.5275
2020-09-14;MXN;25.1792
2020-09-15;CAD;1.5634
2020-09-16;USD;1.1869
2020-09-17;GBP;0.9153
2020-09-20;GBP;0.91318
2020-09-22;GBP;0.91743
2020-09-24;MXN;26.1062
2020-09-25;SEK;10.6285
2020-09-27;SEK;10.6285
2020-09-29;CAD;1.5655
2020-09-30;GBP;0.91235
2020-10-02;AUD;1.6372
2020-10-09;GBP;0.91167
2020-10-12;GBP;0.90598
2020-10-17;SEK;10.3593
2020-10-26;GBP;0.90755
2020-10-26;MXN;24.8705
2020-10-31;AUD;1.6563
2020-11-06;MXN;24.684
2020-11-11;SEK;10.1748
2020-11-14;CAD;1.5528
2020-11-15;GBP;0.89683
2020-11-19;MXN;24.0426
2020-11-23;USD;1.1901
2020-11-23;SEK;10.2145
2020-11-27;GBP;0.89442
2020-12-07;AUD;1.6374
2020-12-09;CAD;1.5472
2020-12-13;SEK;10.256
2020-12-22;USD;1.2239
2020-12-22;AUD;1.6191
2020-12-29;SEK;10.084
2021-01-15;AUD;1.568
2021-01-15;CAD;1.5413
2021-01-16;CAD;1.5413
2021-01-18;AUD;1.5721
2021-01-26;CAD;1.5444
2021-01-26;MXN;24.3386
2021-02-03;MXN;24.219
2021-02-07;CAD;1.5344
2021-02-09;SEK;10.1058
2021-02-16;AUD;1.5613
2021-02-19;AUD;1.5445
2021-02-21;CAD;1.5307
2021-02-19;MXN;24.7094
2021-02-26;SEK;10.1388
2021-03-06;SEK;10.1863
2021-03-15;MXN;24.661
2021-03-27;AUD;1.5459
2021-03-29;GBP;0.8512
2021-03-30;AUD;1.5419
2021-03-31;MXN;24.0506
2021-04-11;USD;1.1888
2021-04-17;AUD;1.5459
2021-04-17;CAD;1.4986
2021-04-21;AUD;1.5554
2021-04-21;GBP;0.8625
2021-04-24;AUD;1.559
2021-04-25;AUD;1.559
2021-04-29;AUD;1.5554
2021-05-02;CAD;1.4834
2021-05-02;MXN;24.2345
2021-05-04;CAD;1.4836
2021-05-07;USD;1.2059
2021-05-11;SEK;10.113
2021-05-14;CAD;1.47
2021-05-16;CAD;1.47
2021-05-19;SEK;10.1633
2021-05-23;CAD;1.468
2021-05-22;SEK;10.122
2021-05-25;AUD;1.5785
2021-05-26;AUD;1.5732
2021-05-26;GBP;0.8633
2021-06-27;AUD;1.5726
2021-07-04;CAD;1.4677
2021-07-04;GBP;0.86003
2021-07-08;USD;1.1838
2021-07-12;CAD;1.4813
2021-07-16;USD;1.1802
2021-07-21;MXN;23.774
2021-07-31;AUD;1.6133
2021-08-19;AUD;1.6319
2021-08-22;AUD;1.6373
2021-08-21;SEK;10.3263
2021-08-23;USD;1.1718
2021-08-27;GBP;0.85703
2021-09-01;CAD;1.4879
2021-09-10;GBP;0.8526
2021-09-13;USD;1.178
2021-09-13;MXN;23.401
2021-09-14;USD;1.1814
2021-09-14;GBP;0.8526
2021-09-15;GBP;0.8551
2021-09-16;CAD;1.4863
2021-09-23;GBP;0.85495
2021-10-13;USD;1.1562
2021-10-15;GBP;0.84368
2021-10-22;AUD;1.551
2021-10-23;GBP;0.8437
2021-10-25;CAD;1.4347
2021-10-26;AUD;1.5465
2021-11-06;AUD;1.5594
2021-11-09;USD;1.1577
2021-11-12;AUD;1.569
2021-11-17;SEK;10.0303
2021-11-22;GBP;0.83923
2021-11-25;GBP;0.84295
2021-12-15;SEK;10.2565
2021-12-16;GBP;0.84835
2021-12-21;MXN;23.4677
2021-12-21;SEK;10.3315
2021-12-23;SEK;10.3035
2021-12-31;SEK;10.2503
2022-01-04;GBP;0.83618
2022-01-09;GBP;0.8343
2022-01-10;GBP;0.83398
2017-05-21;AUD;1.5031
2017-05-28;MXN;20.6839
2017-06-08;MXN;20.47
2017-06-11;MXN;20.3526
2017-06-18;MXN;20.0887
2017-06-22;CAD;1.4853
2017-06-27;GBP;0.8837
2017-07-02;SEK;9.6398
2017-07-08;GBP;0.88488
2017-07-10;GBP;0.88443
2017-07-13;CAD;1.4564
2017-07-21;MXN;20.3761
2017-08-03;CAD;1.4951
2017-08-06;AUD;1.4888
2017-08-15;GBP;0.91145
2017-08-21;USD;1.1761
2017-08-23;USD;1.1799
2017-08-23;MXN;21.009
2017-08-31;GBP;0.91973
2017-09-08;GBP;0.91268
2017-09-21;SEK;9.5135
2017-10-04;MXN;21.387
2017-10-05;SEK;9.5195
2017-10-10;USD;1.1797
2017-10-14;CAD;1.4761
2017-10-17;USD;1.1759
2017-10-24;CAD;1.4875
2017-10-26;AUD;1.5248
2017-10-27;GBP;0.88633
2017-10-28;SEK;9.739
2017-10-31;USD;1.1638
2017-10-31;AUD;1.521
2017-11-02;CAD;1.496
2017-11-05;CAD;1.483
2017-11-11;CAD;1.4766
2017-11-15;GBP;0.8991
2017-11-16;USD;1.1771
2017-11-19;CAD;1.5053
2017-11-17;GBP;0.89385
2017-11-25;AUD;1.5585
2017-11-25;MXN;22.1096
2017-11-26;MXN;22.1096
2017-11-27;SEK;9.926
2017-11-28;AUD;1.5619
2017-12-02;SEK;9.9487
2017-12-04;MXN;22.1016
2017-12-10;MXN;22.2205
2017-12-16;USD;1.1806
2017-12-22;SEK;9.9327
2017-12-28;AUD;1.533
2018-01-03;AUD;1.5339
2018-01-03;MXN;23.3835
2018-01-08;MXN;23.0819
2018-01-24;CAD;1.5229
2018-01-29;SEK;9.7823
2018-01-31;AUD;1.5357
2018-02-01;MXN;23.131
2018-02-02;GBP;0.8785
2018-02-02;SEK;9.8223
2018-02-05;MXN;23.1245
2018-02-16;SEK;9.914
2018-02-23;GBP;0.8794
2018-02-28;USD;1.2214
2018-03-11;CAD;1.5848
2018-03-16;USD;1.2301
2018-04-04;CAD;1.5756
2018-04-16;MXN;22.3399
2018-04-17;USD;1.2357
2018-04-18;USD;1.2388
2018-04-26;CAD;1.5618
2018-05-05;MXN;22.9276
2018-05-12;USD;1.1934
2018-05-15;SEK;10.2928
2018-05-16;USD;1.1784
2018-05-17;SEK;10.295
2018-05-25;USD;1.1675
2018-05-26;SEK;10.1922
2018-05-29;SEK;10.3173
2018-05-30;AUD;1.5409
2018-05-30;MXN;22.8815
2018-05-31;GBP;0.8768
2018-06-03;GBP;0.8768
2018-06-25;USD;1.17
2018-06-26;GBP;0.8816
2018-06-30;SEK;10.453
2018-07-04;USD;1.1642
2018-07-05;USD;1.1709
2018-07-05;AUD;1.5821
2018-07-17;GBP;0.88725
2018-07-24;GBP;0.89178
2018-08-02;SEK;10.3003
2018-08-04;USD;1.1588
2018-08-08;GBP;0.90085
2018-08-10;CAD;1.5002
2018-08-11;GBP;0.89675
2018-08-15;USD;1.1321
2018-08-19;AUD;1.567
2018-08-18;SEK;10.4935
2018-08-24;MXN;21.9191
2018-09-02;USD;1.1651
2018-09-01;MXN;22.3628
2018-09-03;AUD;1.6109
2018-09-04;GBP;0.90058
2018-09-04;SEK;10.5645
2018-09-06;CAD;1.5338
2018-09-13;MXN;22.0335
2018-09-17;USD;1.1671
2018-09-17;GBP;0.88875
2018-09-22;SEK;10.3315
2018-09-24;AUD;1.6187
2018-09-30;USD;1.1576
2018-10-06;USD;1.1506
2018-10-13;CAD;1.5054
2018-10-12;GBP;0.8764
2018-10-16;AUD;1.6243
2018-10-20;MXN;21.8911
2018-10-23;USD;1.1478
2018-10-24;SEK;10.359
2018-10-29;SEK;10.391
2018-10-30;MXN;22.7513
2018-11-01;CAD;1.4904
2018-11-01;GBP;0.88173
2018-11-04;CAD;1.4956
2018-11-09;USD;1.1346
2018-11-10;CAD;1.4969
2018-11-14;AUD;1.5657
2018-11-15;USD;1.1305
2018-11-22;CAD;1.5074
2018-11-24;USD;1.1352
2018-11-25;MXN;23.0983
2018-11-30;USD;1.1359
2018-12-02;AUD;1.5565
2018-12-04;USD;1.1409
2018-12-06;GBP;0.8893
2018-12-14;SEK;10.261
2018-12-20;SEK;10.253
2018-12-23;MXN;22.7547
2019-01-04;USD;1.1403
2019-01-06;AUD;1.6189
2019-01-06;CAD;1.5328
2019-01-13;AUD;1.597
2019-01-14;SEK;10.2493
2019-01-19;AUD;1.585
2019-01-21;CAD;1.5117
2019-01-21;MXN;21.78
2019-01-21;SEK;10.2515
2019-01-24;MXN;21.6031
2019-01-29;USD;1.1422
2019-02-04;AUD;1.5852
2019-02-10;MXN;21.6028
2019-02-17;SEK;10.4813
2019-02-18;CAD;1.4992
2019-02-21;GBP;0.86805
2019-02-22;AUD;1.5923
2019-02-23;CAD;1.4976
2019-02-23;MXN;21.781
2019-02-27;GBP;0.85503
2019-02-27;MXN;21.815
2019-03-07;MXN;21.8244
2019-03-08;AUD;1.5964
2019-03-09;MXN;21.96
2019-03-18;USD;1.1349
2019-03-26;MXN;21.5085
2012-09-18;SEK;8.5685
2012-09-23;GBP;0.7987
2012-10-07;CAD;1.275
2012-10-05;MXN;16.5844
2012-10-09;CAD;1.2632
2012-10-23;CAD;1.2961
2012-10-27;CAD;1.2865
2012-10-27;GBP;0.8012
2012-11-03;GBP;0.8016
2012-11-04;MXN;16.6645
2012-11-13;SEK;8.6077
2012-11-14;USD;1.2726
2012-11-14;MXN;16.8079
2012-12-06;CAD;1.2961
2012-12-11;AUD;1.2381
2012-12-13;SEK;8.7215
2012-12-20;MXN;16.9287
2012-12-22;AUD;1.2662
2013-01-02;SEK;8.5704
2013-01-10;MXN;16.6112
2013-01-18;AUD;1.2674
2013-01-24;GBP;0.8439
2013-01-25;USD;1.3469
2013-02-14;CAD;1.3343
2013-02-15;CAD;1.336
2013-02-16;GBP;0.8604
2013-02-18;MXN;16.9444
2013-02-26;SEK;8.4594
2013-03-03;GBP;0.8647
2013-03-05;GBP;0.8598
2013-03-09;AUD;1.2738
2013-03-14;MXN;16.0628
2013-03-15;USD;1.3086
2013-03-16;GBP;0.864
2013-03-17;SEK;8.3515
2013-03-22;SEK;8.4232
2013-03-27;CAD;1.2984
2013-04-02;CAD;1.3006
2013-04-09;SEK;8.3765
2013-04-11;AUD;1.2411
2013-04-14;AUD;1.2396
2013-04-13;MXN;15.744
2013-04-15;MXN;15.8693
2013-04-16;AUD;1.2654
2013-04-16;CAD;1.3411
2013-04-20;MXN;16.0396
2013-04-20;SEK;8.511
2013-04-23;SEK;8.5926
2013-04-24;SEK;8.5885
2013-04-26;AUD;1.2651
2013-04-29;USD;1.3113
2013-05-05;CAD;1.3263
2013-05-08;AUD;1.2873
2013-05-10;SEK;8.5511
2013-05-13;GBP;0.8441
2013-05-14;GBP;0.84815
2013-05-19;CAD;1.322
2013-05-18;GBP;0.84475
2013-05-20;USD;1.2853
2013-05-20;MXN;15.8305
2013-05-22;AUD;1.3253
2013-05-24;AUD;1.3348
2013-05-29;MXN;16.3671
2013-05-30;AUD;1.3493
2013-05-30;CAD;1.3433
2013-06-01;CAD;1.3434
2013-06-11;USD;1.3273
2013-06-16;GBP;0.8515
2013-06-18;GBP;0.8562
2013-06-19;CAD;1.3673
2013-06-20;USD;1.32
2013-06-22;CAD;1.3705
2013-06-22;GBP;0.8533
2013-06-25;AUD;1.4156
2013-06-27;MXN;17.0117
2013-07-01;MXN;16.8392
2013-07-01;SEK;8.6958
2013-07-07;USD;1.2883
2013-07-18;SEK;8.6212
2013-07-20;AUD;1.424
2013-07-22;AUD;1.4272
2013-07-22;MXN;16.4786
2013-07-22;SEK;8.5577
2013-07-26;AUD;1.434
2013-08-04;CAD;1.3734
2013-08-04;GBP;0.87135
2013-08-08;SEK;8.6828
2013-08-12;CAD;1.3693
2013-08-15;MXN;17.0135
2022-01-28;MXN;23.1854
2022-02-03;AUD;1.5849
2022-02-08;AUD;1.6025
2022-02-12;USD;1.1417
2022-02-17;GBP;0.83493
2022-02-18;GBP;0.83425
2022-02-21;SEK;10.6535
2022-02-22;USD;1.1342
2022-02-22;CAD;1.4441
2022-02-28;AUD;1.5508
2022-03-11;SEK;10.646
2022-03-15;AUD;1.5234
2022-03-19;USD;1.1008
2022-03-24;CAD;1.3806
2022-03-26;USD;1.1002
2022-03-28;CAD;1.3702
2022-04-07;GBP;0.8345
2022-04-10;SEK;10.2768
2022-04-12;MXN;21.5616
2022-04-24;MXN;22.0034
2022-04-26;CAD;1.3613
2022-04-30;CAD;1.3426
2022-05-04;GBP;0.84194
2022-05-09;MXN;21.4341
2022-05-14;GBP;0.85115
2022-05-18;GBP;0.8467
2022-05-22;USD;1.0577
2022-05-21;SEK;10.4915
2022-05-31;CAD;1.3573
2022-06-06;MXN;20.9078
2022-06-19;MXN;21.4474
2022-06-26;AUD;1.5248
2022-07-04;AUD;1.5205
2022-07-09;USD;1.0163
2022-07-08;MXN;20.8477
2022-07-11;USD;1.0098
2022-07-12;GBP;0.84823
2022-07-14;USD;1.0005
2022-07-15;GBP;0.84988
2022-07-21;SEK;10.426
2022-07-22;MXN;20.9595
2022-07-30;GBP;0.8399
2022-08-05;USD;1.0233
2022-08-24;AUD;1.4389
2022-08-24;CAD;1.2908
2022-08-24;MXN;19.7781
2022-08-29;AUD;1.4529
2008-02-24;MXN;16.0195
2008-02-29;GBP;0.7652
2008-03-03;AUD;1.6274
2008-03-09;MXN;16.7159
2008-03-07;SEK;9.3911
2008-03-12;AUD;1.6654
2008-03-20;SEK;9.4121
2008-03-22;CAD;
2008-03-27;GBP;0.7829
2008-03-28;GBP;0.7908
2008-04-02;MXN;16.4996
2008-04-04;GBP;0.7855
2008-04-06;GBP;0.7855
2008-04-07;SEK;9.3687
2008-04-13;USD;1.5833
2008-04-19;SEK;9.394
2008-04-20;SEK;9.394
2008-04-22;MXN;16.7691
2008-04-25;MXN;16.3134
2008-05-02;AUD;1.6554
2008-05-05;USD;1.546
2008-05-10;SEK;9.2904
2008-05-13;SEK;9.294
2008-05-14;CAD;1.5407
2008-05-18;MXN;16.1773
2008-05-20;MXN;16.2427
2008-05-27;SEK;9.2845
2008-06-03;MXN;16.0686
2008-06-07;CAD;1.5906
2008-06-14;CAD;1.5747
2008-06-14;SEK;9.365
2008-06-19;SEK;9.403
2008-07-19;USD;1.5816
2008-07-19;AUD;1.6288
2008-07-27;SEK;9.461
2008-07-28;SEK;9.4538
2008-08-02;AUD;1.6662
2008-08-06;GBP;0.79205
2008-08-09;CAD;1.6075
2008-08-18;AUD;1.6837
2008-08-25;GBP;0.7966
2008-08-26;AUD;1.712
2008-08-28;GBP;0.8047
2008-08-29;USD;1.4735
2008-08-31;AUD;1.7066
2008-09-02;AUD;1.7394
2008-09-02;MXN;15.0502
2008-09-03;AUD;1.7343
2008-09-04;GBP;0.813
2008-09-05;MXN;15.0277
2008-09-13;CAD;1.5036
2008-09-18;SEK;9.5995
2008-09-19;CAD;1.5154
2008-09-21;MXN;15.201
2008-09-22;SEK;9.536
2008-09-29;USD;1.4349
2008-09-29;GBP;0.7959
2008-10-03;SEK;9.7017
2008-10-12;SEK;9.651
2008-10-13;USD;1.3639
2008-10-17;AUD;1.9617
2008-10-22;USD;1.2843
2008-11-05;MXN;16.1905
2008-11-06;SEK;10.0075
2008-11-09;AUD;1.9096
2008-11-07;GBP;0.80845
2008-11-09;SEK;10.0545
2008-11-11;USD;1.2747
2008-11-12;MXN;16.3517
2008-11-14;GBP;0.8598
2008-11-23;GBP;0.841
2008-11-23;SEK;10.371
2008-12-06;GBP;0.8666
2008-12-19;SEK;10.8585
2008-12-28;GBP;
2009-01-01;MXN;
2009-01-02;AUD;1.9884
2009-01-09;MXN;18.7676
2009-01-11;MXN;18.7676
2009-01-12;USD;1.3394
2009-01-15;USD;1.3085
2009-01-20;AUD;1.9662
2009-01-20;SEK;10.8895
2009-01-22;SEK;10.6905
2009-01-23;SEK;10.7058
2009-01-26;AUD;1.9773
2009-01-27;MXN;18.5095
2009-02-04;CAD;1.5928
2009-02-06;MXN;18.3271
2009-02-09;AUD;1.9257
2009-02-12;GBP;0.903
2009-02-17;AUD;1.975
2009-02-19;AUD;1.9597
2009-02-23;MXN;18.8611
2009-02-24;SEK;11.3423
2009-02-25;USD;1.2795
2009-03-01;MXN;19.1416
2009-03-07;CAD;1.6258
2009-03-06;MXN;19.3799
2009-03-18;CAD;1.6563
2009-03-20;CAD;1.677
2009-03-23;SEK;11.076
2009-03-28;USD;1.3295
2009-03-28;GBP;0.9285
2009-03-27;SEK;10.8935
2009-03-28;SEK;10.8935
2009-04-14;MXN;17.365
2009-04-23;USD;1.305
2009-04-28;CAD;1.5918
2009-04-28;MXN;18.283
2009-04-29;CAD;1.5942
2009-05-11;SEK;10.5205
2009-05-14;AUD;1.8115
2009-05-17;AUD;1.7924
2009-05-16;GBP;0.8905
2009-05-18;MXN;17.8339
2009-05-30;CAD;1.5501
2009-05-30;GBP;0.8729
2009-06-17;SEK;10.8932
2009-06-19;SEK;10.9725
2009-06-26;USD;1.4096
2009-07-05;GBP;0.85625
2009-07-06;GBP;0.8612
2009-07-08;USD;1.3901
2009-07-08;MXN;18.701
2009-07-13;CAD;1.6239
2009-07-13;MXN;19.1576
2009-07-19;SEK;11.0476
2009-07-20;MXN;18.7878
2009-07-24;USD;1.4227
2009-07-27;MXN;18.7709
2009-08-03;USD;1.4303
2009-08-03;SEK;10.2983
2009-08-06;AUD;1.7067
2009-08-06;CAD;1.5416
2009-08-13;AUD;1.6931
2009-08-19;CAD;1.5657
2009-08-20;GBP;0.8638
2009-08-23;AUD;1.7197
2009-08-21;CAD;1.5541
2009-08-26;MXN;18.5867
2009-09-04;GBP;0.872
2009-09-15;MXN;19.4908
2009-09-28;SEK;10.2295
2009-10-03;GBP;0.9172
2009-10-07;GBP;0.9249
2009-10-10;MXN;19.5592
2009-10-25;AUD;1.6235
2009-10-24;SEK;10.2338
2009-10-31;USD;1.48
2009-10-30;SEK;10.3845
2009-11-04;AUD;1.6277
2009-11-12;CAD;1.5702
2009-11-15;USD;1.4868
2009-11-15;AUD;1.6019
2009-11-16;SEK;10.1943
2009-11-17;GBP;0.88625
2009-11-20;SEK;10.3543
2009-11-23;USD;1.4968
2009-11-29;SEK;10.4323
2009-12-03;SEK;10.3159
2009-12-05;AUD;1.6259
2009-12-09;GBP;0.9046
2009-12-10;USD;1.473
2009-12-15;CAD;1.5459
2009-12-18;AUD;1.6156
2009-12-21;GBP;0.8918
2010-01-02;AUD;
2010-01-07;AUD;1.5611
2010-01-11;GBP;0.8989
2010-01-15;USD;1.4374
2010-01-22;AUD;1.5659
2010-01-31;AUD;1.5639
2010-01-31;CAD;1.4924
2010-01-30;MXN;18.1907
2010-02-05;GBP;0.87325
2010-02-05;SEK;10.2405
2010-02-14;SEK;9.9144
2010-02-18;USD;1.3567
2010-02-23;CAD;1.4172
2010-03-02;CAD;1.4029
2010-03-04;SEK;9.743
2010-03-13;AUD;1.4991
2010-03-19;SEK;9.6775
2010-03-24;GBP;0.8946
2010-04-02;USD;
2010-04-04;CAD;
2010-04-05;CAD;
2010-04-07;GBP;0.87885
2010-04-07;MXN;16.3415
2010-04-08;USD;1.3296
2010-04-21;USD;1.3373
2010-04-21;MXN;16.3311
2010-04-24;SEK;9.591
2010-05-02;MXN;16.246
2010-05-06;SEK;9.712
2010-05-08;USD;1.2746
2010-05-11;GBP;0.8596
2010-05-19;AUD;1.4476
2010-05-20;CAD;1.312
2010-05-23;USD;1.2497
2010-05-22;MXN;16.3787
2010-06-03;USD;1.2268
2010-06-04;SEK;9.5495
2010-06-07;SEK;9.6449
2010-06-13;CAD;1.2501
2010-07-09;MXN;16.1465
2010-07-19;MXN;16.7113
2010-07-21;AUD;1.4487
2010-07-28;USD;1.2992
2010-07-29;GBP;0.8367
2010-08-01;CAD;1.3454
2010-08-04;SEK;9.3843
2010-08-09;SEK;9.394
2010-08-19;GBP;0.82055
2010-08-19;MXN;16.1753
2010-08-22;MXN;16.218
2010-08-21;SEK;9.4761
2010-09-04;SEK;9.3131
2010-09-14;USD;1.285
2010-09-19;GBP;0.83575
2010-09-26;CAD;1.3801
2010-09-24;MXN;16.8626
2010-09-26;MXN;16.8626
2010-10-01;USD;1.3726
2010-10-11;GBP;0.8746
2010-10-17;AUD;1.4142
2010-10-17;CAD;1.4165
2010-10-20;MXN;17.2757
2010-10-28;AUD;1.4158
2010-10-29;USD;1.3857
2010-10-30;USD;1.3857
2010-10-30;AUD;1.4216
2010-11-01;GBP;0.86675
2010-11-10;USD;1.377
2010-11-10;AUD;1.3766
2010-11-15;GBP;0.8479
2010-11-18;GBP;0.8522
2010-11-21;SEK;9.3945
2010-11-24;MXN;16.5844
2010-11-28;SEK;9.307
2010-12-12;MXN;16.4947
2010-12-13;SEK;9.1464
2010-12-21;AUD;1.3183
2011-01-04;USD;1.3421
2011-01-05;SEK;8.9295
2011-01-18;USD;1.3371
2011-01-18;MXN;16.0036
2011-02-02;USD;1.3803
2011-02-05;GBP;0.8472
2011-02-09;USD;1.3647
2011-02-15;CAD;1.3317
2011-02-20;MXN;16.3544
2011-03-18;MXN;17.0148
2011-04-04;CAD;1.3719
2011-04-05;CAD;1.3676
2011-04-05;MXN;16.815
2011-04-21;GBP;0.8813
2011-04-25;CAD;
2011-04-25;GBP;
2011-05-03;GBP;0.89695
2011-05-12;AUD;1.3331
2011-05-13;AUD;1.3369
2011-05-16;SEK;9.009
2011-05-17;AUD;1.3393
2011-05-17;GBP;0.8729
2011-05-18;GBP;0.88065
2011-05-24;CAD;1.378
2011-06-02;SEK;8.9607
2011-06-11;GBP;0.8884
2011-06-18;AUD;1.344
2011-06-20;SEK;9.1708
2011-06-21;MXN;17.0106
2011-06-21;SEK;9.1564
2011-06-26;MXN;16.8867
2011-07-07;USD;1.4247
2011-07-07;SEK;9.095
2011-07-25;SEK;9.1083
2011-07-26;USD;1.4471
2011-07-31;CAD;1.3556
2011-08-03;CAD;1.3724
2011-08-04;USD;1.4229
2011-08-06;USD;1.4155
2011-08-05;AUD;1.3538
2011-08-14;GBP;0.87635
2011-08-19;SEK;9.2204
2011-08-21;SEK;9.2204
2011-08-24;AUD;1.3767
2011-09-03;AUD;1.3328
2011-09-09;MXN;17.4107
2011-09-18;GBP;0.8717
2011-09-18;SEK;9.161
2011-09-20;USD;1.371
2011-09-20;CAD;1.358
2011-09-21;USD;1.3636
2011-09-25;USD;1.343
2011-09-25;CAD;1.3856
2011-09-24;MXN;18.8894
2011-09-28;AUD;1.3775
2011-09-30;MXN;18.5936
2011-10-05;GBP;0.863
2011-10-06;MXN;18.0606
2011-10-16;AUD;1.3467
2011-10-14;GBP;0.8748
2011-10-16;MXN;18.4109
2011-10-17;AUD;1.3406
2011-10-22;MXN;18.9171
2011-10-26;AUD;1.3423
2011-10-26;SEK;9.0967
2011-10-27;USD;1.4038
2011-10-27;SEK;9.028
2011-10-30;SEK;9.0182
2011-10-31;USD;1.4001
2011-11-10;CAD;1.3892
2011-11-10;GBP;0.85335
2011-11-17;USD;1.348
2011-11-22;AUD;1.3718
2011-11-27;AUD;1.3664
2011-11-25;GBP;0.85585
2011-11-25;SEK;9.2505
2011-12-05;GBP;0.85925
2011-12-07;CAD;1.3517
2011-12-08;MXN;18.1169
2011-12-09;SEK;9.0185
2011-12-13;MXN;18.1647
2011-12-14;CAD;1.3475
2012-01-01;USD;1.2939
2012-01-02;AUD;1.2662
2012-01-04;GBP;0.8311
2012-01-14;CAD;1.3019
2012-01-21;USD;1.2902
2012-01-22;CAD;1.3076
2012-01-30;CAD;1.3185
2012-02-07;SEK;8.8215
2012-02-15;USD;1.3092
2012-02-16;CAD;1.3026
2012-02-16;GBP;0.82845
2012-02-23;GBP;0.8461
2012-03-03;CAD;1.3044
